1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
880,888.0,2.0,Mn,390,Unf,490,0.0,320,Unf,1914.0,1768,TA,10800,60.0,0.0,341,7,7,880,0.0,1914,1970,163000
684,512.0,3.0,Mn,0,Unf,684,0.0,528,Unf,2005.0,1196,Gd,12354,67.0,0.0,46,8,6,684,0.0,1920,2000,110000
778,798.0,3.0,No,0,Unf,770,0.0,614,RFn,2006.0,1576,Gd,8125,65.0,0.0,50,5,7,770,0.0,2006,2006,197000
630,0.0,3.0,Av,515,GLQ,115,0.0,286,Unf,1970.0,630,Gd,1526,21.0,0.0,0,8,4,630,0.0,1970,2002,86000
1120,1120.0,6.0,None,0,None,0,0.0,528,Unf,1979.0,2240,TA,7018,64.0,0.0,0,5,5,0,0.0,1979,1979,142953
765,600.0,2.0,No,471,ALQ,294,0.0,440,Unf,1971.0,1365,TA,1920,24.0,376.0,36,5,5,765,0.0,1971,1971,122500
1077,0.0,3.0,No,0,Unf,1007,0.0,210,Unf,1922.0,1077,TA,9786,60.0,0.0,100,4,3,1007,0.0,1922,1950,91000
1122,1121.0,4.0,No,700,ALQ,0,224.0,746,RFn,1990.0,2243,Gd,13474,116.0,246.0,44,5,7,700,0.0,1990,1991,225000
1414,0.0,3.0,Av,24,GLQ,1390,0.0,494,RFn,2004.0,1414,Gd,8773,65.0,98.0,105,5,7,1414,0.0,2004,2004,185500
912,0.0,2.0,No,456,Rec,456,0.0,275,RFn,1958.0,912,TA,10150,70.0,1.0,0,5,5,912,0.0,1958,1958,114500
1717,0.0,3.0,Av,0,Unf,1709,0.0,908,RFn,2006.0,1717,Gd,11146,87.0,250.0,39,5,8,1709,0.0,2006,2006,255500
916,0.0,4.0,No,299,ALQ,611,0.0,164,Unf,1915.0,1826,Ex,2500,50.0,0.0,0,8,7,910,0.0,1915,2005,155000
1026,932.0,3.0,No,0,Unf,1026,0.0,936,Fin,2005.0,1958,Gd,10625,85.0,0.0,210,5,7,1026,0.0,2005,2005,250000
1004,848.0,3.0,Mn,668,GLQ,336,0.0,660,Fin,1999.0,1852,Gd,9066,73.0,320.0,106,5,8,1004,0.0,1999,2000,230000
1008,0.0,4.0,No,0,Unf,1008,138.0,0,None,1982.5,1522,TA,6000,60.0,0.0,0,5,5,1008,0.0,1926,1950,102000
1224,0.0,2.0,No,883,GLQ,341,0.0,402,Fin,1999.0,1224,TA,4500,66.0,425.0,304,5,6,1224,0.0,1999,1999,165000
1620,0.0,2.0,Gd,1022,GLQ,598,0.0,912,Fin,2008.0,1620,Ex,12898,89.0,70.0,0,5,9,1620,0.0,2007,2008,315500
855,0.0,3.0,No,566,ALQ,289,0.0,440,Unf,1976.0,1456,TA,2280,24.0,0.0,0,6,6,855,0.0,1976,1976,148500
1103,0.0,2.0,No,397,BLQ,706,0.0,440,Unf,1976.0,1103,Gd,6000,50.0,0.0,120,6,6,1103,0.0,1925,1980,110500
4692,950.0,3.0,Gd,5644,GLQ,466,0.0,1418,Fin,2008.0,5642,Ex,63887,313.0,796.0,292,5,10,6110,0.0,2008,2008,160000
773,582.0,3.0,No,0,Unf,684,0.0,0,None,1982.5,1355,Gd,6882,60.0,0.0,0,7,6,684,0.0,1914,2006,127000
2898,0.0,2.0,Av,1165,ALQ,0,0.0,665,Fin,1976.0,2898,Gd,15498,66.0,0.0,72,6,8,1565,0.0,1976,1976,287000
979,224.0,3.0,No,185,LwQ,524,0.0,352,Unf,1950.0,1203,Gd,7015,66.0,161.0,0,4,5,709,0.0,1950,1950,110000
1137,817.0,3.0,No,341,BLQ,457,0.0,431,Unf,1939.0,1954,Gd,15660,66.0,312.0,119,9,7,798,0.0,1939,2006,311500
1506,0.0,2.0,Gd,16,GLQ,1346,0.0,440,Unf,2005.0,1506,Gd,3013,43.0,145.0,20,5,7,1362,0.0,2005,2005,213490
835,0.0,2.0,No,108,ALQ,350,0.0,366,Unf,1920.0,835,TA,10625,85.0,0.0,0,5,5,458,0.0,1920,1950,83000
808,704.0,3.0,No,0,Unf,660,0.0,180,Unf,1916.0,1656,TA,10410,60.0,0.0,0,7,5,660,0.0,1916,1987,135000
672,0.0,2.0,None,0,None,0,0.0,0,None,1982.5,912,TA,6240,52.0,0.0,0,5,4,0,0.0,1947,1950,80500
1040,0.0,3.0,Gd,633,ALQ,431,0.0,648,Unf,1963.0,1040,TA,25286,94.0,0.0,0,5,4,1064,0.0,1963,1963,132250
932,920.0,3.0,No,822,GLQ,78,0.0,644,RFn,2009.0,1852,Gd,8640,72.0,0.0,108,5,7,900,0.0,2009,2009,252678
807,702.0,3.0,No,0,Unf,783,0.0,393,Fin,2003.0,1509,Gd,7875,63.0,0.0,75,5,7,783,0.0,2003,2003,180000
810,0.0,3.0,No,387,ALQ,374,0.0,484,RFn,1992.0,1603,Gd,7153,65.0,0.0,124,5,6,761,0.0,1992,1992,175900
1557,0.0,2.0,Gd,0,Unf,1374,0.0,420,Fin,2003.0,1557,Gd,3196,66.0,18.0,20,5,7,1374,0.0,2003,2004,234000
1746,0.0,3.0,Gd,1320,GLQ,426,0.0,758,Fin,2006.0,1746,Ex,14892,42.0,160.0,39,5,9,1746,0.0,2006,2007,377500
1680,0.0,3.0,No,808,GLQ,72,0.0,540,Fin,1988.0,1680,Gd,21695,66.0,260.0,44,9,6,880,0.0,1988,2007,222000
1630,0.0,3.0,No,0,Unf,1630,0.0,451,Unf,2000.0,1630,Gd,9750,75.0,171.0,234,5,7,1630,0.0,2000,2001,213000
1349,0.0,3.0,No,0,Unf,1349,0.0,539,Unf,2000.0,1349,TA,8450,65.0,108.0,55,5,7,1349,0.0,2000,2001,179000
480,0.0,3.0,Av,50,BLQ,430,0.0,308,Unf,1958.0,480,TA,9000,50.0,0.0,0,3,2,480,0.0,1949,1950,35311
909,807.0,2.0,No,0,Unf,880,0.0,512,RFn,1996.0,1716,Gd,8750,70.0,0.0,120,5,7,880,0.0,1996,1996,191000
1844,0.0,2.0,No,976,GLQ,868,0.0,620,Fin,2005.0,1844,Gd,10994,88.0,366.0,44,5,8,1844,0.0,2005,2006,257000
885,833.0,3.0,No,0,Unf,832,0.0,427,Fin,1998.0,1718,TA,10141,74.0,40.0,94,5,7,832,0.0,1998,1998,185000
684,684.0,3.0,No,0,Unf,684,0.0,216,Unf,1930.0,1368,TA,3600,60.0,0.0,158,7,6,684,0.0,1910,1993,114504
1094,761.0,3.0,No,0,Unf,528,0.0,512,RFn,1976.0,1855,TA,9600,80.0,360.0,100,7,6,528,0.0,1976,1994,187000
1734,0.0,3.0,Av,1300,GLQ,434,0.0,660,Unf,2005.0,1734,Gd,11645,78.0,0.0,24,5,7,1734,0.0,2005,2005,260000
1062,0.0,3.0,Av,539,ALQ,490,0.0,539,RFn,1976.0,1062,TA,11333,66.0,0.0,0,5,6,1029,120.0,1976,1976,146800
908,1020.0,4.0,No,0,Unf,1020,0.0,440,Unf,1910.0,1928,Fa,9142,69.0,0.0,60,8,6,1020,0.0,1910,1950,137000
847,1081.0,4.0,No,0,Unf,847,0.0,434,Fin,2003.0,1928,Gd,8200,65.0,0.0,48,5,7,847,0.0,2003,2004,219500
1675,1818.0,3.0,No,0,Unf,1470,0.0,870,Unf,2003.0,3493,Gd,18386,87.0,0.0,0,9,7,1470,0.0,1880,2002,295000
968,0.0,2.0,No,0,Unf,968,0.0,480,Unf,1935.0,968,TA,8520,60.0,0.0,0,6,5,968,0.0,1923,2006,100000
929,929.0,5.0,No,0,Unf,755,0.0,0,None,1982.5,2229,TA,5520,92.0,0.0,198,6,6,755,0.0,1912,1950,104000
1518,0.0,1.0,Gd,1218,GLQ,300,0.0,588,RFn,2003.0,1518,Ex,12677,62.0,472.0,140,5,8,1518,185.0,2003,2004,274000
799,772.0,3.0,No,0,Unf,799,0.0,380,RFn,1993.0,1571,TA,7837,59.0,0.0,40,7,6,799,0.0,1993,1994,178000
884,1151.0,3.0,No,0,Unf,884,0.0,434,Fin,2001.0,2035,Gd,9505,66.0,180.0,48,5,7,884,0.0,2001,2001,222500
693,0.0,2.0,No,0,Unf,693,0.0,0,None,1982.5,693,Fa,4118,153.0,0.0,20,4,4,693,0.0,1941,1950,52500
1734,1088.0,3.0,Gd,0,Unf,1734,0.0,1020,RFn,2009.0,2822,Ex,13891,107.0,424.0,170,5,9,1734,0.0,2008,2009,582933
1301,0.0,2.0,Mn,405,LwQ,740,0.0,440,Unf,1965.0,1301,Fa,6911,60.0,0.0,0,5,5,1145,0.0,1924,1950,100000
864,0.0,2.0,No,203,Rec,661,0.0,200,Unf,1938.0,864,TA,8212,45.0,0.0,0,3,3,864,0.0,1914,1950,58500
1096,895.0,3.0,Mn,297,Rec,0,0.0,432,Unf,1977.0,1991,TA,11275,66.0,480.0,0,7,6,854,0.0,1932,1950,220000
1060,764.0,3.0,No,0,Unf,764,0.0,520,Unf,1940.0,1824,TA,13515,60.0,0.0,0,6,6,764,0.0,1919,1950,180500
894,0.0,3.0,No,702,BLQ,192,0.0,450,RFn,1967.0,894,Gd,9764,57.0,0.0,0,7,5,894,0.0,1967,2003,130000
2046,0.0,3.0,Mn,0,Unf,2046,0.0,834,Fin,2008.0,2046,Gd,11844,80.0,464.0,82,5,8,2046,0.0,2008,2008,372500
1040,0.0,2.0,None,0,None,0,0.0,420,Unf,1956.0,1040,TA,7200,60.0,0.0,0,5,4,0,0.0,1949,1950,90000
1086,809.0,3.0,No,0,Unf,712,0.0,409,Fin,1994.0,1895,Gd,10832,66.0,0.0,46,5,7,712,0.0,1994,1996,194500
774,1194.0,4.0,No,0,Unf,774,0.0,680,Fin,2009.0,1968,Ex,12003,92.0,84.0,75,5,8,774,0.0,2009,2010,269500
774,456.0,3.0,No,384,ALQ,363,0.0,305,Unf,1946.0,1230,TA,4712,51.0,0.0,57,7,4,747,0.0,1946,1950,121600
649,668.0,3.0,No,0,Unf,649,0.0,250,Unf,1920.0,1317,TA,8500,50.0,0.0,54,4,4,649,0.0,1920,1950,40000
1095,0.0,2.0,Gd,513,ALQ,75,0.0,264,Unf,1958.0,1095,TA,10382,75.0,105.0,0,5,6,588,0.0,1958,1958,140000
1097,0.0,3.0,No,338,GLQ,702,0.0,480,Unf,1986.0,1097,TA,9672,81.0,0.0,0,5,6,1040,0.0,1984,1985,152000
980,734.0,3.0,No,394,Unf,586,0.0,496,Unf,1988.0,1714,TA,10421,80.0,42.0,66,5,7,980,0.0,1988,1988,196500
720,0.0,2.0,No,0,Unf,624,0.0,484,Unf,2005.0,720,TA,8520,60.0,0.0,0,8,6,624,106.0,1928,2003,105900
1663,0.0,2.0,Gd,1116,BLQ,248,0.0,529,Unf,1954.0,1663,Gd,53227,66.0,0.0,137,6,4,1364,0.0,1954,1994,256000
990,0.0,3.0,No,686,GLQ,304,0.0,672,Unf,1996.0,990,TA,9245,57.0,0.0,0,5,5,990,0.0,1994,1995,145000
1600,0.0,3.0,No,0,Unf,1566,0.0,890,RFn,2007.0,1600,Gd,14230,110.0,640.0,56,5,8,1566,0.0,2007,2007,256300
936,780.0,6.0,No,210,Unf,570,0.0,0,None,1982.5,1716,Fa,5687,55.0,0.0,184,6,5,780,0.0,1912,2000,135900
979,979.0,4.0,No,484,Rec,495,0.0,492,Unf,1946.0,1958,TA,7136,82.0,423.0,0,6,6,979,0.0,1946,1950,145000
966,686.0,4.0,No,686,LwQ,0,0.0,416,Unf,1961.0,1652,TA,10800,60.0,0.0,0,6,5,686,0.0,1915,1950,139000
1163,0.0,3.0,No,256,ALQ,906,0.0,220,Unf,1955.0,1163,TA,5820,49.0,0.0,98,8,3,1162,0.0,1955,2005,126175
796,0.0,2.0,No,0,Unf,796,0.0,0,Unf,1982.5,796,TA,3636,40.0,0.0,0,4,4,796,0.0,1922,1950,55000
1180,0.0,2.0,No,0,Unf,700,0.0,252,Unf,1922.0,1180,Fa,11600,80.0,0.0,0,5,4,700,0.0,1922,1950,137500
728,728.0,3.0,No,0,Unf,728,0.0,429,RFn,2006.0,1456,TA,15578,105.0,0.0,0,5,6,728,0.0,2006,2006,172785
892,0.0,3.0,No,340,Rec,524,0.0,264,RFn,1966.0,892,TA,9477,66.0,65.0,0,5,5,864,0.0,1966,1966,110000
999,0.0,3.0,Av,784,BLQ,141,0.0,300,Unf,1962.0,999,TA,10205,69.0,0.0,72,5,5,925,0.0,1962,1962,134500
848,0.0,1.0,Av,659,GLQ,189,0.0,420,Fin,2003.0,848,Gd,4435,36.0,170.0,0,5,6,848,140.0,2003,2003,131500
1700,0.0,4.0,No,1018,Rec,380,0.0,447,RFn,1959.0,1700,Gd,10552,70.0,0.0,38,5,5,1398,0.0,1959,1959,165500
2020,0.0,4.0,None,0,None,0,0.0,630,Unf,1977.0,2020,TA,8400,60.0,320.0,0,5,5,0,0.0,1977,1977,144000
1828,0.0,3.0,Av,48,Unf,1774,0.0,774,Unf,2007.0,1828,Gd,11694,90.0,452.0,108,5,9,1822,0.0,2007,2007,314813
1097,0.0,3.0,No,0,Unf,1097,0.0,672,Unf,1995.0,1097,TA,10859,112.0,0.0,64,5,5,1097,0.0,1994,1995,145000
1940,1254.0,4.0,Mn,428,BLQ,537,0.0,380,Unf,1934.0,3194,TA,12168,78.0,0.0,0,6,8,965,0.0,1934,1998,359100
798,546.0,3.0,No,0,Unf,546,0.0,0,None,1982.5,1344,TA,1533,21.0,0.0,0,6,4,546,0.0,1970,2008,97000
1003,0.0,3.0,Av,819,GLQ,184,0.0,588,Unf,1984.0,1003,TA,7937,37.0,0.0,0,6,6,1003,0.0,1984,1984,142500
1536,0.0,3.0,Av,810,GLQ,726,0.0,532,RFn,2002.0,1536,Gd,9135,70.0,113.0,74,5,7,1536,0.0,2002,2003,214000
952,0.0,2.0,Mn,852,ALQ,100,0.0,840,Unf,1988.0,952,TA,7350,60.0,0.0,0,7,5,952,0.0,1951,1951,139000
1987,0.0,2.0,Gd,1314,GLQ,672,0.0,691,Fin,1994.0,1987,Gd,14303,91.0,554.0,36,5,8,1986,0.0,1994,1994,301500
1008,0.0,2.0,No,486,BLQ,522,0.0,275,Unf,1954.0,1008,TA,11425,66.0,0.0,0,6,5,1008,0.0,1954,1954,137000
912,514.0,3.0,No,0,Unf,912,0.0,216,Unf,1925.0,1426,Gd,7642,55.0,0.0,240,8,7,912,0.0,1918,1998,189950
1402,0.0,2.0,Av,0,Unf,1258,0.0,648,Fin,2006.0,1402,Gd,3922,53.0,72.0,16,5,7,1258,0.0,2006,2007,194201
1092,0.0,3.0,No,787,Rec,305,0.0,504,RFn,1964.0,1092,TA,8250,75.0,260.0,0,7,6,1092,0.0,1964,1964,145000
1422,0.0,3.0,Av,0,Unf,1422,0.0,626,RFn,2004.0,1422,Gd,8500,63.0,106.0,60,5,7,1422,0.0,2004,2004,179600
561,668.0,2.0,No,285,ALQ,276,0.0,462,Fin,1980.0,1229,TA,1300,24.0,0.0,0,6,6,561,0.0,1980,1980,124000
630,0.0,1.0,Av,509,GLQ,121,0.0,286,Unf,1970.0,630,TA,1477,21.0,0.0,0,4,4,630,0.0,1970,1970,80000
1130,1054.0,3.0,Av,936,GLQ,168,0.0,836,Fin,2008.0,2184,Ex,11308,96.0,154.0,102,5,9,1104,0.0,2008,2008,335000
1228,0.0,3.0,No,0,Unf,1228,0.0,271,Unf,1966.0,1228,Gd,8544,66.0,0.0,65,6,5,1228,0.0,1966,2006,149350
1500,0.0,3.0,Av,1070,GLQ,286,0.0,648,Fin,2006.0,1500,Gd,4045,53.0,45.0,20,5,7,1356,0.0,2006,2006,246578
889,551.0,3.0,No,0,Unf,540,0.0,352,Unf,1940.0,1440,TA,5000,63.0,0.0,0,4,5,540,0.0,1900,1950,79000
960,780.0,3.0,No,410,BLQ,390,0.0,240,Unf,1940.0,1740,TA,13125,75.0,0.0,0,6,7,800,0.0,1940,1984,219500
1436,884.0,3.0,No,774,ALQ,104,0.0,180,Unf,1945.0,2320,Gd,7259,61.0,0.0,0,8,6,1028,0.0,1945,2002,259500
612,612.0,3.0,Av,0,Unf,612,0.0,528,RFn,2009.0,1224,Gd,3951,40.0,76.0,234,5,6,612,0.0,2009,2009,164500
755,755.0,4.0,Mn,0,Unf,755,0.0,296,Unf,1940.0,1510,TA,9084,60.0,0.0,0,5,4,755,0.0,1940,1950,108000
1082,871.0,3.0,Mn,0,Unf,1082,0.0,1043,RFn,2005.0,1953,Gd,10574,85.0,0.0,50,5,8,1082,0.0,2005,2006,252000
1001,634.0,2.0,No,0,Unf,485,0.0,255,Unf,1950.0,1635,Gd,5310,59.0,0.0,0,8,6,485,0.0,1910,2003,117000
1082,0.0,2.0,No,336,BLQ,746,0.0,240,Unf,1948.0,1082,TA,11664,60.0,206.0,130,5,6,1082,0.0,1948,1950,119200
848,0.0,3.0,Mn,662,GLQ,186,0.0,420,RFn,2004.0,848,Gd,4435,37.0,169.0,0,5,6,848,0.0,2004,2004,155900
1423,748.0,3.0,No,0,Unf,588,0.0,672,Fin,1993.0,2555,TA,11526,79.0,0.0,0,7,6,588,0.0,1922,1994,191000
860,0.0,2.0,Av,672,ALQ,168,0.0,528,Unf,1996.0,860,TA,8740,74.0,0.0,0,6,5,840,0.0,1982,1982,137000
1687,0.0,3.0,Av,353,BLQ,60,50.0,572,Unf,1966.0,1687,TA,57200,66.0,0.0,0,5,5,747,0.0,1948,1950,160000
1800,0.0,2.0,No,0,Unf,1800,0.0,702,Fin,2007.0,1800,Ex,11923,122.0,0.0,136,5,9,1800,0.0,2007,2007,239000
1567,0.0,1.0,Av,1154,GLQ,366,0.0,648,Fin,2006.0,1567,Ex,3982,53.0,0.0,0,5,8,1520,0.0,2006,2006,264561
1194,0.0,3.0,Mn,655,ALQ,0,0.0,539,Fin,1954.0,1194,TA,8910,79.0,0.0,0,6,6,655,0.0,1959,1959,159500
679,504.0,2.0,No,331,ALQ,318,0.0,308,Unf,1981.0,1183,TA,6000,50.0,0.0,176,7,3,649,0.0,1948,2002,120000
900,0.0,3.0,Mn,234,Unf,180,0.0,576,Unf,2005.0,900,Gd,7200,60.0,0.0,32,7,5,900,0.0,1951,2000,134800
960,0.0,3.0,Av,789,ALQ,171,0.0,576,Unf,1970.0,960,TA,9873,60.0,160.0,288,5,4,960,0.0,1970,1970,129000
780,595.0,3.0,No,0,Unf,780,0.0,544,Unf,1979.0,1375,Gd,9000,50.0,0.0,162,6,6,780,0.0,1937,1950,141000
1734,0.0,3.0,No,1004,GLQ,730,0.0,928,Unf,2007.0,1734,Ex,12085,93.0,328.0,0,5,8,1734,0.0,2007,2007,318000
1535,0.0,3.0,No,2,GLQ,1515,0.0,532,RFn,2004.0,1535,Gd,10171,70.0,168.0,0,5,7,1517,0.0,2004,2004,214000
1163,511.0,4.0,Mn,0,Unf,1163,0.0,396,Fin,1955.0,1674,TA,21780,66.0,0.0,36,7,6,1163,0.0,1918,1950,185000
825,0.0,2.0,No,180,LwQ,0,0.0,720,RFn,1963.0,825,TA,8235,49.0,0.0,50,7,5,825,0.0,1955,1995,125000
784,0.0,2.0,No,0,Unf,784,91.0,360,Unf,1950.0,784,TA,9000,60.0,0.0,0,3,6,784,0.0,1928,1950,76000
1265,0.0,3.0,Gd,633,ALQ,586,0.0,502,RFn,1965.0,1265,Gd,9350,85.0,0.0,92,8,5,1219,0.0,1965,1999,179900
1320,1320.0,4.0,No,0,Unf,1240,0.0,864,Unf,1950.0,2640,Gd,11700,65.0,0.0,0,7,7,1240,0.0,1880,2003,265979
767,0.0,1.0,Av,584,GLQ,0,0.0,367,Fin,1998.0,767,TA,4058,34.0,182.0,40,5,7,723,0.0,1998,1998,133000
1092,0.0,3.0,No,170,LwQ,252,0.0,288,Unf,1962.0,1092,TA,11616,66.0,116.0,20,5,5,1092,0.0,1962,1962,139000
876,540.0,4.0,Mn,0,Unf,876,0.0,720,Unf,1949.0,1416,TA,12665,100.0,0.0,0,8,5,876,0.0,1915,1950,153900
728,728.0,3.0,Av,0,Unf,728,0.0,400,Fin,2007.0,1456,Gd,9018,65.0,0.0,24,5,7,728,0.0,2007,2007,179540
866,902.0,3.0,Av,20,GLQ,846,0.0,578,RFn,2007.0,1768,Gd,10769,68.0,0.0,105,5,8,866,0.0,2007,2007,212000
725,754.0,3.0,No,533,GLQ,192,0.0,475,RFn,1976.0,1479,Gd,13517,66.0,289.0,44,8,6,725,0.0,1976,2005,130500
1146,0.0,3.0,Av,786,GLQ,82,0.0,438,Unf,2003.0,1146,Gd,9590,73.0,442.0,22,5,7,868,0.0,2003,2003,187500
1166,0.0,2.0,Gd,655,GLQ,201,0.0,400,Fin,2005.0,1166,Gd,9587,59.0,182.0,0,5,7,856,0.0,2005,2005,190000
1518,1518.0,4.0,Mn,0,Unf,1107,0.0,840,Unf,1993.0,3608,Ex,22950,90.0,0.0,260,9,10,1107,0.0,1892,1993,475000
1652,0.0,2.0,Gd,1480,GLQ,120,0.0,482,Unf,2008.0,1652,Gd,5587,64.0,186.0,53,5,8,1600,162.0,2008,2008,392500
874,650.0,3.0,No,460,BLQ,414,0.0,315,Unf,1958.0,1524,TA,11344,78.0,180.0,0,5,5,874,0.0,1958,1958,144000
1152,0.0,3.0,No,0,Unf,1092,0.0,300,Unf,1950.0,1152,Gd,14000,80.0,0.0,36,8,6,1092,0.0,1950,2004,158500
971,0.0,3.0,Gd,523,Unf,448,0.0,300,Unf,1969.0,971,TA,9920,69.0,0.0,0,6,5,971,0.0,1969,1969,128500
988,0.0,3.0,No,827,Rec,161,0.0,572,Unf,1963.0,988,TA,9945,66.0,57.0,0,5,5,988,0.0,1961,1961,128500
1060,0.0,3.0,No,840,GLQ,200,0.0,572,Unf,1976.0,1060,TA,4224,44.0,0.0,110,7,5,1040,100.0,1976,1976,129900
1622,0.0,3.0,Av,1159,BLQ,90,0.0,1356,Fin,1975.0,1622,TA,32463,66.0,149.0,0,4,4,1249,0.0,1961,1975,168000
1668,0.0,3.0,Av,1059,GLQ,567,0.0,702,Unf,2002.0,1668,Gd,11248,90.0,215.0,45,5,9,1626,0.0,2002,2002,285000
1593,0.0,0.0,Av,1153,GLQ,440,0.0,682,Fin,2001.0,1593,Ex,4923,41.0,0.0,120,5,8,1593,0.0,2001,2002,286000
802,670.0,3.0,No,0,Unf,384,0.0,402,RFn,1991.0,1472,Gd,10784,66.0,76.0,0,5,7,384,0.0,1991,1992,160000
